book_title,book_description,book_rating,book_price,book_authors,book_features,book_cover_url
Fransa Respublikasının Konstitusiyası,Fransa Respublikasının Konstitusiyası,,2.40 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/3810/685698786/medium_2022-11-30-17-17-481669814268.jpg
Polşa Respublikasının Konstitusiyası,Polşa Respublikasının Konstitusiyası,,3.50 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/276/685703444/medium_2022-11-30-17-09-411669813781.jpg
İtaliya Respublikasının Konstitusiyası,İtaliya Respublikasının Konstitusiyası,,2.80 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1731/685704899/medium_2022-11-30-17-15-021669814102.jpg
Amerika Birləşmiş Ştatlarının Konstitusiyası,Amerika Birləşmiş Ştatlarının Konstitusiyası,,2.40 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/3425/685706593/medium_2022-11-30-17-06-551669813615.jpg
Almaniya Federativ Respublikasının Konstitusiyası,Almaniya Federativ Respublikasının Konstitusiyası,,3.50 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/153/685711513/medium_2022-11-30-17-20-501669814450.jpg
Türkiyə Cümhuriyyətinin Anayasası,Türkiyə Cümhuriyyətinin Anayasası,,4.80 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/511/685711871/medium_2022-11-30-17-12-231669813943.jpg
Taleyin oyunu,,,9 AZN,Sədaqət Fuad,Bərk,https://static.insales-cdn.com/images/products/1/4435/686723411/medium_image-10-04-23-10-32.jpeg
"Məktəbəqədər hazırlıq üçün vəsait ""Ətraf Aləm""",Məktəbəqədər hazırlıq üçün vəsait ,,4.50 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/1549/688711181/medium_69089-d0eacfea3143371c69d20f489dd946f1.webp
"Yanılmışam, Tanrı varmış", Bu məşhur kitabında Entoni Flyu elmə həsr etdiyi uzun həyat yolundan danışır və dünyagörüşünün dəyişməsinin hər mərhələsini diqqətlə təhlil edir.,,12.35 AZN,Entoni Flyu,Yumşaq,https://static.insales-cdn.com/images/products/1/4730/689885818/medium_get-product-image.jfif
Oralar Parti," Uşaq vaxtı o qədər kitab oxuyurdum ki, valideyinlərim gözlərimdən ehtiyatlanıb zaman limiti qoyurdular hətta, mən də yorğan altında",5,11.40 AZN,Azər Qərib,Yumşaq,https://static.insales-cdn.com/images/products/1/7666/691174898/medium_get-product-image.jfif
Sözün düzü: İnsanlara təsir etməyin 9 yolu,Rəşad Bayramov beynəlxalq beznes-təlimçi və kouçdur. ,,9.40 AZN,Rəşad Bayramov,Yumşaq,https://static.insales-cdn.com/images/products/1/2571/691612171/medium_get-product-image.jfif
Oğurlanmış adam,Leş Kələntər qeyri-qanuni yolla külli miqdarda pul və qızıl yığıb. Bir gün onun oğlu Zaur seyfdəki pul və qızıllarla birlikdə yoxa çıxır. Ölkəni bir-birinə vuran,5,10 AZN,Adəm Məmmədov,Yumşaq,https://static.insales-cdn.com/images/products/1/3688/693218920/medium_DSC_0001.jpg
"Mən Nucudam, 10 yaşım var və boşanmışam", ,5,9.50 AZN,"Nucud Əli, Delfin Minui",Yumşaq,https://static.insales-cdn.com/images/products/1/7007/693222239/medium_343503426_6091345180987151_8745346748556324742_n.jpg
Beynimdə Qəribəlik,"“Beynimdə qəribəlik” həm sevgi hekayəti, həm də modern dastandır. Orxan Pamukun üzərində altı il işlədiyi roman bozasatan Mövludla üç il sevgi məktubları yazdığı sevgilisinin İstanbuldakı",5,7.99 AZN,Orxan Pamuk,Yumşaq,https://static.insales-cdn.com/images/products/1/1333/693224757/medium_2021-09-03-10-47-491630651669.png
Genetik test,"Genetik pasportBu kompleks genetik test olaraq, sağlamlığa, uzunömürlülüyə, pəhrizixüsusiyyətlərinə, istedadlara, mənşə və dərman qəbuluna reaksiyalaracavabdeh olan minlərlə genləri təhlil etmək imkanını verir. Əldə olunmuşDNT profil",,850 AZN,,,https://static.insales-cdn.com/images/products/1/5242/696153210/medium_Genetik-SMM.jpg
Saxta mafiya,Abdulkadir Özkanın ,,4 AZN,Abdulkadir Özkan,Yumşaq,https://static.insales-cdn.com/images/products/1/2249/696207561/medium_2021-02-09-00-38-511612816731.jpeg
Masonluq: Dünyanın hörümçək toru,"Tanınmış ictimai xadim, Azərbaycan Respublikası Milli Məclisinin sabiq üzvü Sultan Məmmədovun bu kitabında gizli fəaliyyət göstərən beynəlxalq mason təşkilatının tarixindən, mahiyyətindən, məqsəd və quruluşundan, bugünkü",,7.19 AZN,Sultan Məmmədov,Yumşaq,https://static.insales-cdn.com/images/products/1/6155/696211467/medium_2022-02-10-10-01-211644472881.jpg
Saxta,Ece Erdoğuş ,,5.59 AZN,Ece Erdoğuş,Yumşaq,https://static.insales-cdn.com/images/products/1/6591/696211903/medium_2022-01-12-12-10-431641975043.png
Kvan,“Bu səyahətdə təhlükəsizlik kəmərini bağlamağa ehtiyac olmayacaq”. “Discovery Azerbaijan” jurnalı KVAN – həyatının işi ilə məşğul olan və bundan həzz alan insanın yaşadığı sevinc hissidir.,,7.60 AZN,Coşqun Kərimov,Yumşaq,https://static.insales-cdn.com/images/products/1/1613/696231501/medium_557540B8-82C0-4F76-B034-080025E59202.jpg
Tanımadığımız Konfutsi,Fəlsəfə tarixinin ən məşhur simalarından olan Konfutsinin təlimi və şəxsiyyəti barədə xəsis (və çox zaman yanlış) dərslik məlumatlarından dolayı şüurlarda Böyük Müəllimin tamamilə qeyri-adekvat obrazı,,7.60 AZN,Müşfiq Ötgün,Yumşaq,https://static.insales-cdn.com/images/products/1/3740/698191516/medium_thumb.jfif
Balaca Şahzadə Kaya,"Kaya öz pişiyi və yüz bir ədəd günəbaxanı ilə A-387 asteroidində, bir baobab ağacının koğuşunda yaşayarkən günlərin birində öz planetinə aid olmayan bir bitki tapır.",,8 AZN,Kənan Rza Afət,Yumşaq,https://static.insales-cdn.com/images/products/1/5158/705066022/medium_photo5416126302433429549.jpg
Həyy ibn Yəqzan.  Quş risaləsi,Kitabda məşhur müsəlman filosofu İbn Sinanın “Həyy ibn Yə<span style=,,10 AZN,Teymur Məlikov,Yumşaq,https://static.insales-cdn.com/images/products/1/6208/705140800/medium_İbn_Sina_Həyy_ibn_Yəqzan_Quş_Risaləsi.jpg
Oliqarxın alaçığı,"Kitaba Məqsəd Nurun 1988-2018-ci illərdə yazdığı əsərləri – “Şəhər Meri” romanı, “Küləkli şəhər”, “Ovuntu”, “Katastrofiklər”,  “Rütubət sevgiləri”, “Qırğız gündəliyi” və “Sınaqlar”  adlı silsilə hekayələri daxil",,14.25 AZN,Məqsəd Nur,Yumşaq,https://static.insales-cdn.com/images/products/1/4292/705360068/medium_Meqsed-Nur-Oliqarxin-alacigi.jpg
Qadınlara mədhiyyə,"Təvəkkül Boysunarın “Qadınlara mədhiyyə” adlı kitabında müəllifin indiyə qədər qələmə aldığı, əksəriyyəti çap edilməyən bədii nümunələr yer alıb.",,10.45 AZN,Təvəkkül Boysunar,Yumşaq,https://static.insales-cdn.com/images/products/1/3090/710945810/medium_FB_IMG_1684402185327.jpg
Üzləşmə. Bu bir seçimdir,"Mənfi hisslərin ağlına, həyatına hakim kəsilib? Depressiyalar, natamamlıq hissi, ruh düşkünlüyü səni əldən salıb? Qarşılaşdığın problemlərin qaynağını anlamırsan? Yersiz həyəcanlar, daxili baryerlər, komplekslər ailədə, işdə",,9.50 AZN,Rövşən Abdullaoğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/3670/710970966/medium_photo_2023-06-01_22-57-11.jpg
Günəşə Doğru,,,9 AZN,Aygül Nəzərli,Yumşaq,https://static.insales-cdn.com/images/products/1/942/712508334/medium_kitab_sekli.jpg
Gabby,“Gabby” uzun illərdir İngilis dilini sıxıcı yollar və materiallarla öyrənənlər üçün tam fərqli və innovativ üslubda yazılmış kitabdır. “Gabby” sözü İngilis dilindən tərcümədə “Danışqan insan”,5,20 AZN,Sabina Aliyeva,Bərk,https://static.insales-cdn.com/images/products/1/7518/715177310/medium_Gabby_front_cover.png
Roman sənəti,"Nəzəriyyələr dünyası mənlik deyil. Bu fikir yürütmələrbir proqramçıya aiddir. Hər roman yazarının əsəri, özündəroman tarixinin uca səslə deyilməmiş bir əks-sədasını,romanın nə olduğuna dair bir düşüncəni",5,5.59 AZN,Milan Kundera,Yumşaq,https://static.insales-cdn.com/images/products/1/1408/715433344/medium_ROMAN_SENETI_qapaq.jpg
Arxipelaq Alovlanır,"Elmi-fantastik romanları ilə bütün dünyada məşhur olan fransız yazıçısı Jül Vern “Arxipelaq alovlanır” romanı - XIX əsrin 20-ci illərində yunan vətənpərvərlərinin azadlıq uğrundakı mübarizələrinə, onların",,11.40 AZN,Jül Vern,Yumşaq,https://static.insales-cdn.com/images/products/1/4128/716263456/medium_thumb.png
Sağlamlıqla bağlı səhvlərimiz," Bu kitab, əslində xəstələrin “Doktor, necə edim ki, xəstələnməyim” sualına həkimlərin cavabıdır.  Kitabın əsas məqsədi həm sağlamlığınızı qorumaqda, həm onu möhkəmlətməkdə, həm də",,10 AZN,Doktor Kamil Cümşüdov,Yumşaq,https://static.insales-cdn.com/images/products/1/3003/716557243/medium_AliNino.jpeg
Özünə yox de,Dünyanın bütün sakinlərinin ortaq bir xüsusiyyəti var- hamı həyatının ən azı bir sahəsini yaxşılaşdırmağa cəhd edir. Mücadilə ömrümüzün sonuna qədər davam edir. Bu savaşda ilk,5,7.99 AZN,Nigar Mahi,Yumşaq,https://static.insales-cdn.com/images/products/1/349/717840733/medium_IMG-20230626-WA0042.jpg
Seçim,"Macar yəhudisi olan müəllifin faşistlərin ölüm düşərgəsindəki dözülməz şəraitində ona güc verən daxili düşüncələrini, burdan azad olduqdan sonra da yaşadığı travmaların və məhrumiyyətlərin onu zəiflətmədiyi",,14.25 AZN,Edit Eva İger,Yumşaq,https://static.insales-cdn.com/images/products/1/3580/721710588/medium_whatsapp-image-2023-06-30-at-15.24.50-450x640.jpeg
ISO 9001:2015  Şərh və tətbiq üzrə tövsiyələr,,,19.90 AZN,“Keyfiyyət Assosiasiyası” İctimai Birliyi,Yumşaq,https://static.insales-cdn.com/images/products/1/4497/722276753/medium_Front_side_2x-100.jpg
Adamların yağışı,,5,6.40 AZN,Nigar Arif,Yumşaq,https://static.insales-cdn.com/images/products/1/7048/722762632/medium_ADAMLARIN_YAGISHI_qapaq.jpg
Anam üçün,"Binyamin yaşadığı ucqar bir kəndi tərk edərək həqiqət axtarışına çıxır. Anasının qəfil ölümündən sonra məlum axtarış Binyamini böyük, qaynar bir şəhərə - Bakıya gətirib çıxarır.",,8.45 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/5806/725210798/medium_anam-ucun-copy-450x640.jpg
Bəyaz gecələr (Parlaq İmzalar),"Romanın baş qəhrəmanı – kimsəsiz və utancaq bir xəyalpərəstdir. Bəyaz gecələrin birində xəyalpərəst oğlan Nastya adlı bir qızla tanış olur, zaman keçdikcə ona vurulur. Amma",,4.65 AZN,Fyodor Mixayloviç Dostoyevski,Yumşaq,https://static.insales-cdn.com/images/products/1/7212/725220396/medium_get-product-image.jfif
Peyğəmbər (Parlaq İmzalar),Dünyanın Dərin Mahiyyətinə Baş Vuran Mükəmməl Əsərlər Yaranıb Tarix Boyunca. ,,5.60 AZN,Halil Cibran,Yumşaq,https://static.insales-cdn.com/images/products/1/420/725221796/medium_get-product-image__1_.jfif
Kor nöqtə,,,9.40 AZN,Naiq Babayev,Yumşaq,https://static.insales-cdn.com/images/products/1/5148/725472284/medium_get-product-image.jfif
Həzrət eşq,"İftarı gözləyərkən...  Hər dilimi fərqli rəngdən ibarət olan bir parpara təsəvvür edin: məsələn, qırmızı, yaşıl, bəyaz və san. Pərpərəni elek trik cərəyanına qoşun və diqqətlə",,7.60 AZN,İlqar Kamil,Yumşaq,https://static.insales-cdn.com/images/products/1/5437/725472573/medium_get-product-image-1-2--450x640.jpg
Bakı milyonçuları və mesenatları,Bəhram Bağırzadə ,,15.86 AZN,Bəhram Bağırzadə,Bərk,https://static.insales-cdn.com/images/products/1/1646/725476974/medium_359493454_799296388323738_661425380561715190_n.jpg
Səfillər (I-III hissələr),Viktor Hüqo ,5,11.82 AZN,Viktor Hüqo,Bərk,https://static.insales-cdn.com/images/products/1/439/725623223/medium_sefiller-i-iii-hisseler-front-book.jpg
Seçilmiş əsərləri. Üzeyir Hacıbəyli,"“Bəşəriyyət tarixində elə şəxslər var ki, onlar özləri üçün anadan olmayıblar, bəlkə bütün xalqa və hətta ümuminsaniyyətə xeyir gətirmək və tərəqqisinə səbəb olmaq üçün yaranıblar.",,10.12 AZN,Üzeyir Hacıbəyli,Yumşaq,https://static.insales-cdn.com/images/products/1/562/725623346/medium_secilmis-eserleri-front-book.jpg
Qraf Monte Kristo (II kitab),... Çünki insanlar intiqam hekayələrini çox sevir və haqsızlıq hamını qıcıqlandırır. Oxuyun və Edmon Dantesin – Monte Kristo qrafının qandonduran və haqlı intiqamından zövq alın.,5,11.82 AZN,Aleksandr Düma,Bərk,https://static.insales-cdn.com/images/products/1/4145/725626929/medium_qraf-monte-kristo-ii-kitab-front-book.png
Səfillər (IV-V hissələr),"Bu kitabı hamı oxuyacaqmı, bunu bilmirəm, ancaq mən onu hamı üçün yazmışam... Səfillər (IV-V hissələr) ... O yerdə ki kişi cahildir, ümidsizlik içindədir; o yerdə",,11.82 AZN,Viktor Hüqo,Bərk,https://static.insales-cdn.com/images/products/1/4976/725627760/medium_sefiller-iv-v-hisseler-front-book.png
Qraf Monte Kristo (I kitab),,5,11.82 AZN,Aleksandr Düma,Bərk,https://static.insales-cdn.com/images/products/1/5821/725628605/medium_qraf-monte-kristo-front-book.jpg
Sərnişin,"Öz daxili aləminin qaranlığında gəzib-dolaşan “çamadansız yolçu”, yaddaşını itirmiş bir adam... Lüt-üryan bir adamın cəsədi.. Hadisə yerinə polis tərəfindən çağırılan psixiatr Matias Frer... Polis yaddaşını",5,10.97 AZN,Jan Kristof Qranje,Yumşaq,https://static.insales-cdn.com/images/products/1/6572/725621164/medium_http___kitabal.az_img_books_2429751.jpg
Görünməyən izlər,Yağışlı bir noyabr səhərində tanış polis kapitanı müstəqil cinayət-axtarış eksperti Qanbay Qasımlıya zəng vurub Humay adlı gənc qızın tək yaşadığı kirayə mənzildə qətlə yetirildiyini xəbər,,6.72 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/1226/725624010/medium_gorunmeyen-izler-front-book.jpg
Adsız tablo,İstedadlı gənc rəssam Fəxri Muradlı öz mənzilində balta ilə qətlə yetirilir. Bütün şübhələr üzbəüz mənzildə yaşayan Cəfərə yönəlir. Cəfər həbs olunur. Çoxu bu fi kirdədir,,6.72 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/3478/725626262/medium_adsiz-tablo-front-book.jpg
Ən yaxın planet,"İstedadlı fizik Aqşin Fəridzadə müdafiə sənayesi üçün əhəmiyyətli ixtiralar edir. Elmi işini nə qədər gizlin aparsa da, Fransa kəşfiyyatı bundan xəbər tutur və ixtiraya dair",,7.57 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/4889/725627673/medium_en-yaxin-planet-front-book.jpg
Ələkeçməz Yaquar,Ailəsi ilə Rusiyanın kiçik bir şəhərində yaşayan azərbaycanlı iş adamı Fikrət Nəzərlinin yeni tikilmiş qoyun ferması naməlum şəxslər tərəfi ndən yandırılır. Bir həftə sonra isə,,6.72 AZN,Elxan Elatlı,Yumşaq,https://static.insales-cdn.com/images/products/1/5666/725628450/medium_elekecmez-yaquar-front-book.jpg
"Kim deyir ki, bacarmazsan? Bacararsan!","Deniel Çidiak bir gün öz həqiqətini yaşamadığını dərk edib və həmin gün onun həyatının dönüş nöqtəsi olub. İşindən yarımır, başqaları ilə münasibətlərindən əziyyət çəkirmiş. Gerçək",,9.27 AZN,Deniel Çidiak,Yumşaq,https://static.insales-cdn.com/images/products/1/8174/725622766/medium_kim-deyir-ki-bacarmazsan-bacararsan-front-book.jpg
Mavi okean liderliyi,Rəhbərlər öz işçilərindən ən yaxşı nəticələri əldə etmək üçün hansı dəyişiklikləri etmək lazım olduğunu çox vaxt bilmirlər. İşçinin mövcud potensialı ilə onun reallaşdırılmış istedad və,,3.32 AZN,"U. Çan Kim, Rene Moborn",Yumşaq,https://static.insales-cdn.com/images/products/1/1463/725624247/medium_mavi-oktan-liderliyi-front-book.jpg
Effektiv icraçı direktor necə olmalıdır?,Müasir menecmentin atası hesab olunan Piter F. Druker özünün 65 illik müşavir karyerası dövründə istənilən rəhbərin fəaliyyətini səmərəli edə biləcək 8 təcrübəni müəyyənləşdirib. Druker hesab,,3.32 AZN,Piter F. Druker,Yumşaq,https://static.insales-cdn.com/images/products/1/1714/725624498/medium_effektiv-icraci-direktor-nece-olmalidir-front-book.jpg
Bu günün marketinqi 4,"Koronavirus pandemiyasının davam etdiyi, qorxunc virusun az qala hamını evə qapatdığı, məhdudiyyət və çətinliklərin bir-birinə calandığı, insanların bir-birindən sözün əsl mənasında uzaq qaçmağa məcbur qaldığı,",,9.27 AZN,Tərtibçi Rafiq Hunaltay,Yumşaq,https://static.insales-cdn.com/images/products/1/3353/725626137/medium_bu-gunun-marketinqi-4-front-book.jpg
Məqsədi nəticəyə çevirmək,"Rəhbərlərin əksəriyyətinin böyük, möhtəşəm, tükürpərdici məqsədləri var. Lakin rəhbərlər elə bürokratik maneələr yaradırlar ki, bu onların məqsədlərini reallaşdırmasına mane olur. Cim Kollinz bu kitabda katalitik",,3.32 AZN,Cim Kollinz,Yumşaq,https://static.insales-cdn.com/images/products/1/3879/725626663/medium_meqsedi-neticeye-cevirmek-front-book.jpg
Can yandır. Fincan-fincan qurulan Starbucks səltənəti,"“Starbucks” qəhvə şirkətinin uğuru son onilliklərin ən parlaq, valehedici biznes hadisəsidir. Sietl sahil xəttində kiçik bir dükan kimi fəaliyyətə başlayan obyekt dünyanın hər yerini əhatə",,11.82 AZN,"Hovard Sults,
Dori Cons Yanq",Yumşaq,https://static.insales-cdn.com/images/products/1/3978/725626762/medium_fincan-fincan-qurulan-starbucks-selteneti-front-book.jpg
Biznes nəzəriyyəsi,"Biznes mühiti, missiya və əsas kompetensiyalar haqqında məchul fərziyyələr sizin biznesə zərər verə bilər. Bu fikirlər müasir menecmentin “xaç atası” Piter F. Drukerin məqaləsində yer",,3.32 AZN,Piter F. Druker,Yumşaq,https://static.insales-cdn.com/images/products/1/4528/725627312/medium_biznes-nezeriyyesi-front-book.jpg
"""Qırmızı okean"" tələləri","Mövcud bazarlarda rəqabət aparmaq getdikcə daha az gəlir vəd edir, buna görə də şirkətlər yeni bazarlar yaratmağın yollarını tapmalıdır. Lakin böyük investisiyalara və zəhmətə baxmayaraq,",,3.32 AZN,"U. Çan Kim,
Rene Moborn",Yumşaq,https://static.insales-cdn.com/images/products/1/4803/725627587/medium_qirmizi-okean-teleleri-front-book.jpg
Həyatımızın ölçü meyarı nə olmalıdır?,2010-cu ilin yazında Harvard Biznes Məktəbinin buraxılış sinfinin məzunları HBS professoru Kleyton Kristensendən onlar üçün çıxış etməsini xahiş etdilər. Lakin məzunlar professorun müdrik fikirlərini HBS-dən,,3.32 AZN,Kleyton M. Kristensen,Yumşaq,https://static.insales-cdn.com/images/products/1/5702/725628486/medium_heyatimizin-olcu-meyari-ne-olmalidir-front-book.jpg
Doppler,"Bu əsərdə qəribə bir insandan – Andreas Dopplerdən bəhs olunur. Doppler ailəlidir, iki uşağı var. Bir gün velosipeddən yıxılır və qərara gəlir ki, ailəsindən, ətrafındakı",,5.02 AZN,Erlend Lu,Yumşaq,https://static.insales-cdn.com/images/products/1/6567/725621159/medium_http___kitabal.az_img_books_4246328.jpg
Tələbə,"Ailəsi ilə sivilizasiyadan çox uzaqda yaşayan, məktəb üzü görməyən, dolanışıq üçün dəmir-dümür yığan mövhumatçı atasına, qardaşlarına, türkəçarəçi anasına kömək edən, doğum haqda şəhadətnaməsi belə olmayan,",,11.82 AZN,Tara Uestover,Yumşaq,https://static.insales-cdn.com/images/products/1/6591/725621183/medium_telebe-front-book.jpg
Fərari,1944-cü il... İkinci Dünya müharibəsinin sonuncu yayı... Məzuniyyətdən qayıdan əsgər Valter Proska yolda kiçik bir bölüyə rast gəlir. Proskanın dostları – ordunun unutduğu bu bölüyün,,8.42 AZN,Ziqfrid Lents,Yumşaq,https://static.insales-cdn.com/images/products/1/5770/725628554/medium_ferari-front-book.png
Müəllimlər üçün görünən təlim,Con Həttinin yenilikçi “Görünən təlim” kitabında milyonlarla şagirdin iştirak etdiyi və 15 ildən çox davam edən tədqiqatın nəticələri ümumiləşdirilib. Kitabda məktəblərdə təhsilin təkmilləşdirilməsi üçün həqiqətən,,19.55 AZN,Con Hətti,Yumşaq,https://static.insales-cdn.com/images/products/1/8034/725622626/medium_Muəllimlər-ucun-gorunən-təlim.jpg
Tanrı,"“...Tanrı nədir, tanrı nə istəyir? Kimi sevir, kimə nifrət edir? Biz özümüzdən asılı olmadan, qeyri-şüuri şəkildə bu prinsiplərdən çıxış edib özümüzə apofeoz yaratmağa çalışırıq və",,9.27 AZN,Rza Aslan,Yumşaq,https://static.insales-cdn.com/images/products/1/5574/725628358/medium_tanri-front-book.jpg
Oz ölkəsinin qəribə sehirbazı,"Qasırğa Doroti və balaca iti Totonu evlə birlikdə göylərə qaldırır, sonra sehrli yaşıllığa endirir – Oz ölkəsinə. Sən demə, qasırğanın çərpələng kimi uçurduğu ev cadugərin",,5.02 AZN,Laymn Frenk Baum,Yumşaq,https://static.insales-cdn.com/images/products/1/3272/725626056/medium_oz-olkesinin-qeribe-sehirbazi-front-bookWebp.webp
21 kölgə yoldaş,"Nikkanın 16 yaşı var. Bar və kafe əyləncələri qətiyyən onluq deyil. Bununla belə, onun başına bütün valideynlərin qorxduğu şey gəlir: kimsə onun i.kisinə zəhər qatır.",,8.42 AZN,Vulf Dorn,Yumşaq,https://static.insales-cdn.com/images/products/1/7977/725622569/medium_21-kolge-yoldas-front-book.png
Qənimət,Hazırkı enerji böhranına birbaşa xitab edən yeni epiloqla nəşr olunmuş “Qənimət” dünyanın ən mühüm resursu olan neftin tarixini nəql edir. Daniel Yerginin bütün dövrlərdə aktual,,20.32 AZN,Daniel Yergin,Bərk,https://static.insales-cdn.com/images/products/1/3554/725626338/medium_qenimet-front-book.jpg
Elmin astanasında,Gənc tədqiqatçı Həsən Nemətzadə uzun müddət üzərində çalışdığı elmi işini Ali attestasiyakomissiyasına təsdiq üçün göndərir. Əsər elmi işə baxılması üçün uzun müddət keçdikdən sonra elmiekspert,,13 AZN,Sadiq Həsənov,Bərk,https://static.insales-cdn.com/images/products/1/4298/736891082/medium_Kitab_1.jpg
Yolda,"Xoşagəlməz bir təsadüflə tanış olan iki gəncin sevgisindən bəhs olunan bu kitabda gənclərin macəraları tarixi gerçəkliklərlə, insanlarımızın əsrlərlə davam edən tarixi yaşantıları ilə mahircəsinə uzlaşdırılır,",,13 AZN,Zaur Bayramoğlu,Yumşaq,https://static.insales-cdn.com/images/products/1/5987/736892771/medium_image2.jpeg
Loqo dünyası,"Çağdaş dövrdə loqotip, firma nişanı, emblem və s. kimi ilk baxışda qarışıq salınan, lakin həqiqətdə bir-birilərindən fərqli mahiyyətə malik ifadələrə tez-tez rast gəlirik. Bu mövzuda",,20 AZN,Hüseynəliyeva Xatirə,Yumşaq,https://static.insales-cdn.com/images/products/1/5143/738374679/medium_Loqo_dünyasi_cover_165x230_final_PC.jpg
Zoluşka,Zoluşka — Qərbi Avropa nağıl personajı. Bu personaj mindən çox müxtəlif xalqın folklorunda öz əksini tapmışdır.,,0.80 AZN,Şarl Perro,Yumşaq,https://static.insales-cdn.com/images/products/1/5977/746223449/medium_2021-11-12-14-04-311636711471.jpg
Eşqin izi ilə-Səfərnamə,"Bu səfərnamə ölkələrin, şəhərlərin hekayələri ilə bərabər, həm də insanların hekayəsidir. Hekayəçiniz isə gözləri sadəcə zahirə deyil, əngin- liklərə baxan, ",5,11.40 AZN,İradə Qədirova,Yumşaq,https://static.insales-cdn.com/images/products/1/4598/746639862/medium_whatsapp-image-2023-08-11-at-17.36.02.jpeg
Mühəndis Qarinin Hiperboloidi,"Aleksey Tolstoyun “Mühəndis Qarinin hiperboloidi” əsəri 1920-ci illərdə SSRİ-də yazılan ilk elmi-fantastik romandır. Yazıcı romanda həmin illərin dünyasında hakim olan gücün, pulun və şöhrətin təsvirini",,10.93 AZN,Aleksey Tolstoy,Yumşaq,https://static.insales-cdn.com/images/products/1/2674/747309682/medium_fee70aac-c30e-11ed-a519-503eaa120fc7_1.jpg
Səyyah,"Bu kitab “Əzizə Cəfərzadə. Eldən-elə” (Bakı, Gənclik, 1992) nəşri və müəllifin həmin nəşr üzərində apardığı redaktə-korrektura, həmçinin yazıçının Ev Arxivindəki əlyazması əsasında təkrar nəşrə hazırlanmışdır.",,12.35 AZN,Əzizə Cəfərzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/2677/747309685/medium_http___kitabal.az_img_books_1693979.PNG
Natəvan Hekayələri,"Kitabda Əzizə Cəfərzadənin şairə, rəssam və xeyriyyəçi Xurşidbanu Natəvan (1832-1897) haqqında hekayələri yer almışdır. Müəllif bu hekayələrdə Xan qızı Natəvanın yaşadığı dövrü, Şuşa və Ağdamda",,6.64 AZN,Əzizə Cəfərzadə,Yumşaq,https://static.insales-cdn.com/images/products/1/2682/747309690/medium_http___kitabal.az_img_books_9595658.jpg
Nağıllar,"Jan de Lafontenin təmsilləri o qədər ibrətamizdir ki, yalnız uşaqların deyil, hər yaşda oxucunun diqqətini cəlb edir. Onun incə tənqid üslubu özündən sonrakı ədiblər üçün",,9.49 AZN,Jan De Lafonten,Yumşaq,https://static.insales-cdn.com/images/products/1/2678/747309686/medium_http___kitabal.az_img_books_3759616.jpg
"Biri, O Biri, Başqası, Digəri",Adları uğurla seçilmiş dörd çinar ağacının maraqlı və ibrətamiz hekayətidir. Mətn Azərbaycan və ingilis dilləriindədir. Ağacların dördüncüsü - Digəri özünü əyri-üyrü halı ilə olduğu kimi,,6.64 AZN,Ayşegül Dede,Yumşaq,https://static.insales-cdn.com/images/products/1/2681/747309689/medium_d667c869-6989-11ed-a513-503eaa120fc7_1.jpg
Qəhrəmanlıq salnaməsi,Bu kitabda 8 Noyabr Zəfər Günü münasibəti ilə MİMTA Fondunun təşkil etdiyi “Qəhrəmanlıq salnaməsi” müsabiqəsinə qəbul edilən yazılar toplanıb.,,15.87 AZN,,Yumşaq,https://static.insales-cdn.com/images/products/1/2679/747309687/medium_03629819-752b-11ed-a513-503eaa120fc7_1.jpg
İşıq,Topluda Azərbaycan jurnalistika tarixinə ilk qadın mətbuatı kimi düşmüş “İşıq” qəzetinin indiyə qədər əldə olunan sayları müasir əlifbada oxuculara təqdim olunur. Burada qəzetin 22 yanvar,,79.14 AZN,,Bərk,https://static.insales-cdn.com/images/products/1/2720/747309728/medium_unnamed-810x523.jpg
Xəzərin qanı,"Türkiyəli jurnalıst-yazar, “Babil yanarkən” kitabının həmmüəllifi Yunus Şən bu əsərində bizi 1990-cı illərin Azərbaycanına aparır. “Xəzərin qanı”nda 1990-cı ildən sonra xarici neft şirkətlərinin Azərbaycana gəlişi,",,12.35 AZN,Yunus Şən,Yumşaq,https://static.insales-cdn.com/images/products/1/3251/747310259/medium_7B9887CF-69C9-4E27-94BE-09EB042F4584.jpg
Şərq incisi,"Nasir, publisist, əməkdar mədəniyyət işçisi Mustafa Çəmənlinin müəllifi olduğu ",,8.55 AZN,Mustafa Çəmənli,Yumşaq,https://static.insales-cdn.com/images/products/1/3217/747310225/medium_9BDED40B-7AC3-4AF6-8DA3-D969A27C2A6B.jpg
